scientificName	scientificNameID	count	scientificNameMatch	url	status	scientificNameaccepted	rank	kingdom	class	family	isMarine	isBrackish	isFreshwater	isTerrestrial	isExtinct
Torodinium robustum	urn:lsid:marinespecies.org:taxname:109889	25	Torodinium robustum	https://marinespecies.org/aphia.php?p=taxdetails&id=109889	accepted	Torodinium robustum	Species	Chromista	Dinophyceae	Gymnodiniaceae	1				
Tortanus sp.		6													
Torula herbarum		25													
Torulaspora delbrueckii		30													
Toxicocladosporium sp.		17													
Toxopneustes pileolus	urn:lsid:marinespecies.org:taxname:212449	10	Toxopneustes pileolus	https://marinespecies.org/aphia.php?p=taxdetails&id=212449	accepted	Toxopneustes pileolus	Species	Animalia	Echinoidea	Toxopneustidae	1	0	0	0	0
Tracheloraphis huangi		1													
Trapania euryeia	urn:lsid:marinespecies.org:taxname:457509	1	Trapania euryeia	https://marinespecies.org/aphia.php?p=taxdetails&id=457509	accepted	Trapania euryeia	Species	Animalia	Gastropoda	Goniodorididae	1	0	0	0	
Trebouxiophyceae	urn:lsid:marinespecies.org:taxname:160573	69	Trebouxiophyceae	https://marinespecies.org/aphia.php?p=taxdetails&id=160573	accepted	Trebouxiophyceae	Class	Plantae	Trebouxiophyceae		1	1	1	1	
Trechispora alnicola		44													
Tremellomycetes	urn:lsid:marinespecies.org:taxname:437249	50	Tremellomycetes	https://marinespecies.org/aphia.php?p=taxdetails&id=437249	accepted	Tremellomycetes	Class	Fungi	Tremellomycetes		1	1	1	1	
Tremula longifila		1													
Trentepohlia	urn:lsid:marinespecies.org:taxname:600726	1	Trentepohlia	https://marinespecies.org/aphia.php?p=taxdetails&id=600726	accepted	Trentepohlia	Genus	Plantae	Ulvophyceae	Trentepohliaceae	1		1	1	
Trentepohliales X		32													
Trentepohliales XX sp.		6													
Triadinium polyedricum	urn:lsid:marinespecies.org:taxname:196828	1	Triadinium polyedricum	https://marinespecies.org/aphia.php?p=taxdetails&id=196828	accepted	Triadinium polyedricum	Species	Chromista	Dinophyceae	Goniodomataceae	1	0	0	0	
Trichodinidae	urn:lsid:marinespecies.org:taxname:164126	1	Trichodinidae	https://marinespecies.org/aphia.php?p=taxdetails&id=164126	accepted	Trichodinidae	Family	Chromista	Oligohymenophorea	Trichodinidae	1	1	1	1	
Trichoplax sp.		55													
Trichosporon asahii		8													
Trichotokara japonica		2													
Triconia borealis	urn:lsid:marinespecies.org:taxname:128956	87	Triconia borealis	https://marinespecies.org/aphia.php?p=taxdetails&id=128956	accepted	Triconia borealis	Species	Animalia	Copepoda	Oncaeidae	1	0	0	0	
Triconia elongata	urn:lsid:marinespecies.org:taxname:361555	4	Triconia elongata	https://marinespecies.org/aphia.php?p=taxdetails&id=361555	accepted	Triconia elongata	Species	Animalia	Copepoda	Oncaeidae	1	0	0	0	
Trinchesiidae	urn:lsid:marinespecies.org:taxname:151283	8	Trinchesiidae	https://marinespecies.org/aphia.php?p=taxdetails&id=151283	accepted	Trinchesiidae	Family	Animalia	Gastropoda	Trinchesiidae	1	1			
Trinematidae	urn:lsid:marinespecies.org:taxname:136746	6	Trinematidae	https://marinespecies.org/aphia.php?p=taxdetails&id=136746	accepted	Trinematidae	Family	Chromista	Imbricatea	Trinematidae	1				
Trionectes pseudotenuipes	urn:lsid:marinespecies.org:taxname:1588087	1	Trionectes pseudotenuipes	https://marinespecies.org/aphia.php?p=taxdetails&id=1588087	accepted	Trionectes pseudotenuipes	Species	Animalia	Malacostraca	Portunidae	1	0	0	0	0
Tripneustes depressus	urn:lsid:marinespecies.org:taxname:513619	29	Tripneustes depressus	https://marinespecies.org/aphia.php?p=taxdetails&id=513619	accepted	Tripneustes depressus	Species	Animalia	Echinoidea	Toxopneustidae	1	0	0	0	0
Tripos	urn:lsid:marinespecies.org:taxname:494057	43	Tripos	https://marinespecies.org/aphia.php?p=taxdetails&id=494057	accepted	Tripos	Genus	Chromista	Dinophyceae	Ceratiaceae	1	1	1		
Tripos furca	urn:lsid:marinespecies.org:taxname:840627	117	Tripos furca	https://marinespecies.org/aphia.php?p=taxdetails&id=840627	accepted	Tripos furca	Species	Chromista	Dinophyceae	Ceratiaceae	1				
Tritirachiomycetes	urn:lsid:marinespecies.org:taxname:1457171	4	Tritirachiomycetes	https://marinespecies.org/aphia.php?p=taxdetails&id=1457171	accepted	Tritirachiomycetes	Class	Fungi	Tritirachiomycetes		1				
Trivirostra hordacea	urn:lsid:marinespecies.org:taxname:555445	1	Trivirostra hordacea	https://marinespecies.org/aphia.php?p=taxdetails&id=555445	accepted	Trivirostra hordacea	Species	Animalia	Gastropoda	Triviidae	1				
Trizoma brandti		35													
Trochilia	urn:lsid:marinespecies.org:taxname:416109	11	Trochilia	https://marinespecies.org/aphia.php?p=taxdetails&id=416109	accepted	Trochilia	Genus	Chromista	Phyllopharyngea	Dysteriidae	1	0	0	0	
Trochilia petrani	urn:lsid:marinespecies.org:taxname:427203	1	Trochilia petrani	https://marinespecies.org/aphia.php?p=taxdetails&id=427203	accepted	Trochilia petrani	Species	Chromista	Phyllopharyngea	Dysteriidae	1	0	0	0	
Trochilia sp.		16													
Trochilioides recta	urn:lsid:marinespecies.org:taxname:427215	4	Trochilioides recta	https://marinespecies.org/aphia.php?p=taxdetails&id=427215	accepted	Trochilioides recta	Species	Chromista	Phyllopharyngea	Hartmannulidae	1	0	0	0	
Trypanosyllis leivai	urn:lsid:marinespecies.org:taxname:986788	121	Trypanosyllis leivai	https://marinespecies.org/aphia.php?p=taxdetails&id=986788	accepted	Trypanosyllis leivai	Species	Animalia	Polychaeta	Syllidae	1	0	0	0	0
Trypanosyllis luzonensis	urn:lsid:marinespecies.org:taxname:986786	41	Trypanosyllis luzonensis	https://marinespecies.org/aphia.php?p=taxdetails&id=986786	accepted	Trypanosyllis luzonensis	Species	Animalia	Polychaeta	Syllidae	1	0	0	0	0
Tubastraea coccinea	urn:lsid:marinespecies.org:taxname:291251	28	Tubastraea coccinea	https://marinespecies.org/aphia.php?p=taxdetails&id=291251	accepted	Tubastraea coccinea	Species	Animalia	Hexacorallia	Dendrophylliidae	1		0	0	
Tubificoides	urn:lsid:marinespecies.org:taxname:137393	11	Tubificoides	https://marinespecies.org/aphia.php?p=taxdetails&id=137393	accepted	Tubificoides	Genus	Animalia	Clitellata	Naididae	1	1			0
Tubuca coarctata	urn:lsid:marinespecies.org:taxname:955311	1	Tubuca coarctata	https://marinespecies.org/aphia.php?p=taxdetails&id=955311	accepted	Tubuca coarctata	Species	Animalia	Malacostraca	Ocypodidae	1				0
Tubulophilinopsis pilsbryi	urn:lsid:marinespecies.org:taxname:1055261	15	Tubulophilinopsis pilsbryi	https://marinespecies.org/aphia.php?p=taxdetails&id=1055261	accepted	Tubulophilinopsis pilsbryi	Species	Animalia	Gastropoda	Aglajidae	1		0	0	
Tuerkayana hirtipes	urn:lsid:marinespecies.org:taxname:1329348	1	Tuerkayana hirtipes	https://marinespecies.org/aphia.php?p=taxdetails&id=1329348	accepted	Tuerkayana hirtipes	Species	Animalia	Malacostraca	Gecarcinidae	0	0	0	1	0
Tulamoeba peronaphora		16													
Tulasnella calospora		2													
Tunicothrix wilberti	urn:lsid:marinespecies.org:taxname:427898	2	Tunicothrix wilberti	https://marinespecies.org/aphia.php?p=taxdetails&id=427898	accepted	Tunicothrix wilberti	Species	Chromista	Spirotrichea	Urostylidae	1	0	0	0	
Turbellaria	urn:lsid:marinespecies.org:taxname:794	17	Turbellaria	https://marinespecies.org/aphia.php?p=taxdetails&id=794	unaccepted		Class	Animalia	Turbellaria		1				
Turbinaria conoides	urn:lsid:marinespecies.org:taxname:221476	1	Turbinaria conoides	https://marinespecies.org/aphia.php?p=taxdetails&id=221476	accepted	Turbinaria conoides	Species	Chromista	Phaeophyceae	Sargassaceae	1				
Turridae	urn:lsid:marinespecies.org:taxname:152	1	Turridae	https://marinespecies.org/aphia.php?p=taxdetails&id=152	accepted	Turridae	Family	Animalia	Gastropoda	Turridae	1				
Turritopsis	urn:lsid:marinespecies.org:taxname:117056	17	Turritopsis	https://marinespecies.org/aphia.php?p=taxdetails&id=117056	accepted	Turritopsis	Genus	Animalia	Hydrozoa	Oceaniidae	1	0	0	0	0
Turritopsis dohrnii	urn:lsid:marinespecies.org:taxname:151801	64	Turritopsis dohrnii	https://marinespecies.org/aphia.php?p=taxdetails&id=151801	accepted	Turritopsis dohrnii	Species	Animalia	Hydrozoa	Oceaniidae	1	0	0	0	0
Tylenchulus semipenetrans	urn:lsid:marinespecies.org:taxname:1295065	2	Tylenchulus semipenetrans	https://marinespecies.org/aphia.php?p=taxdetails&id=1295065	accepted	Tylenchulus semipenetrans	Species	Animalia	Chromadorea	Tylenchulidae	0	0	0	1	
Tylosurus crocodilus	urn:lsid:marinespecies.org:taxname:159259	3	Tylosurus crocodilus	https://marinespecies.org/aphia.php?p=taxdetails&id=159259	accepted	Tylosurus crocodilus	Species	Animalia	Teleostei	Belonidae	1	0	0	0	
Tympanotonos fuscatus	urn:lsid:marinespecies.org:taxname:527570	1	Tympanotonos fuscatus	https://marinespecies.org/aphia.php?p=taxdetails&id=527570	accepted	Tympanotonos fuscatus	Species	Animalia	Gastropoda	Potamididae	1	1	0	0	
Typhlamphiascus typhlops	urn:lsid:marinespecies.org:taxname:116024	32	Typhlamphiascus typhlops	https://marinespecies.org/aphia.php?p=taxdetails&id=116024	accepted	Typhlamphiascus typhlops	Species	Animalia	Copepoda	Miraciidae	1	0	0	0	
Typhloscolex	urn:lsid:marinespecies.org:taxname:129722	1	Typhloscolex	https://marinespecies.org/aphia.php?p=taxdetails&id=129722	accepted	Typhloscolex	Genus	Animalia	Polychaeta	Typhloscolecidae	1	0	0	0	0
Typosyllis	urn:lsid:marinespecies.org:taxname:147195	2	Typosyllis	https://marinespecies.org/aphia.php?p=taxdetails&id=147195	unaccepted	Syllis	Genus	Animalia	Polychaeta	Syllidae	1	0	0	0	0
Typosyllis bella	urn:lsid:marinespecies.org:taxname:332284	16	Typosyllis bella	https://marinespecies.org/aphia.php?p=taxdetails&id=332284	unaccepted	Syllis bella	Species	Animalia	Polychaeta	Syllidae	1	0	0	0	0
Typosyllis cerina	urn:lsid:marinespecies.org:taxname:334977	1	Typosyllis cerina	https://marinespecies.org/aphia.php?p=taxdetails&id=334977	unaccepted	Syllis cerina	Species	Animalia	Polychaeta	Syllidae	1	0	0	0	0
Typosyllis heronislandensis		12													
Tyrophagus putrescentiae	urn:lsid:marinespecies.org:taxname:999912	5	Tyrophagus putrescentiae	https://marinespecies.org/aphia.php?p=taxdetails&id=999912	accepted	Tyrophagus putrescentiae	Species	Animalia	Arachnida	Acaridae	0	0	0	1	
Ulothrix zonata	urn:lsid:marinespecies.org:taxname:145934	73	Ulothrix zonata	https://marinespecies.org/aphia.php?p=taxdetails&id=145934	accepted	Ulothrix zonata	Species	Plantae	Ulvophyceae	Ulotrichaceae	0	0	1		
Ulotrichales X		13													
Ululania stellata	urn:lsid:marinespecies.org:taxname:373482	41	Ululania stellata	https://marinespecies.org/aphia.php?p=taxdetails&id=373482	accepted	Ululania stellata	Species	Plantae	Florideophyceae	Rhodomelaceae	1				
Ulva	urn:lsid:marinespecies.org:taxname:144296	149	Ulva	https://marinespecies.org/aphia.php?p=taxdetails&id=144296	accepted	Ulva	Genus	Plantae	Ulvophyceae	Ulvaceae	1	1	1		
Ulva laetevirens	urn:lsid:marinespecies.org:taxname:240520	169	Ulva laetevirens	https://marinespecies.org/aphia.php?p=taxdetails&id=240520	unaccepted	Ulva australis	Species	Plantae	Ulvophyceae	Ulvaceae	1				
Ulvales-relatives X		180													
Ulvophyceae	urn:lsid:marinespecies.org:taxname:146216	88	Ulvophyceae	https://marinespecies.org/aphia.php?p=taxdetails&id=146216	accepted	Ulvophyceae	Class	Plantae	Ulvophyceae		1	1	1	1	
Ulvophyceae XXX sp.		31													
Uncinorhynchus flavidus	urn:lsid:marinespecies.org:taxname:143104	7	Uncinorhynchus flavidus	https://marinespecies.org/aphia.php?p=taxdetails&id=143104	accepted	Uncinorhynchus flavidus	Species	Animalia		Gnathorhynchidae	1	1	0	0	0
Undinula vulgaris	urn:lsid:marinespecies.org:taxname:104473	753	Undinula vulgaris	https://marinespecies.org/aphia.php?p=taxdetails&id=104473	accepted	Undinula vulgaris	Species	Animalia	Copepoda	Calanidae	1	0	0	0	
Unidentia sandramillenae	urn:lsid:marinespecies.org:taxname:1049574	2	Unidentia sandramillenae	https://marinespecies.org/aphia.php?p=taxdetails&id=1049574	accepted	Unidentia sandramillenae	Species	Animalia	Gastropoda	Unidentiidae	1				
Urgorri complanatus	urn:lsid:marinespecies.org:taxname:707765	15	Urgorri complanatus	https://marinespecies.org/aphia.php?p=taxdetails&id=707765	accepted	Urgorri complanatus	Species	Chromista	Cryptophyceae	Geminigeraceae		1			
Urogymnus asperrimus	urn:lsid:marinespecies.org:taxname:217424	1	Urogymnus asperrimus	https://marinespecies.org/aphia.php?p=taxdetails&id=217424	accepted	Urogymnus asperrimus	Species	Animalia	Elasmobranchii	Dasyatidae	1	1	0	0	
Uronema heteromarinum		4													
Uronema nigricans	urn:lsid:marinespecies.org:taxname:427088	28	Uronema nigricans	https://marinespecies.org/aphia.php?p=taxdetails&id=427088	accepted	Uronema nigricans	Species	Chromista	Oligohymenophorea	Uronematidae	1	0	0	0	
Uronemella	urn:lsid:marinespecies.org:taxname:425586	4	Uronemella	https://marinespecies.org/aphia.php?p=taxdetails&id=425586	accepted	Uronemella	Genus	Chromista	Oligohymenophorea	Uronematidae	1	0	0	0	
Uronychia	urn:lsid:marinespecies.org:taxname:341364	6	Uronychia	https://marinespecies.org/aphia.php?p=taxdetails&id=341364	accepted	Uronychia	Genus	Chromista	Spirotrichea	Uronychiidae	1	0	0	0	
Urospora	urn:lsid:marinespecies.org:taxname:562750	20	Urospora	https://marinespecies.org/aphia.php?p=taxdetails&id=562750	accepted	Urospora	Genus	Chromista	Conoidasida	Urosporidae	1	0	0	0	
Urotricha sp.		31													
Ustilaginomycetes	urn:lsid:marinespecies.org:taxname:177258	18	Ustilaginomycetes	https://marinespecies.org/aphia.php?p=taxdetails&id=177258	accepted	Ustilaginomycetes	Class	Fungi	Ustilaginomycetes		1			1	
Vaceletia sp.		3													
Vaginicola 1 sp.		2													
Vaginicolidae X sp.		24													
Vahlkampfiidae V		15													
Vallicula multiformis	urn:lsid:marinespecies.org:taxname:106403	1	Vallicula multiformis	https://marinespecies.org/aphia.php?p=taxdetails&id=106403	accepted	Vallicula multiformis	Species	Animalia	Tentaculata	Coeloplanidae	1	0	0	0	
Valsa mali		26													
Valvaster striatus	urn:lsid:marinespecies.org:taxname:213287	1	Valvaster striatus	https://marinespecies.org/aphia.php?p=taxdetails&id=213287	accepted	Valvaster striatus	Species	Animalia	Asteroidea	Asteropseidae	1	0	0	0	0
Vampyrellida	urn:lsid:marinespecies.org:taxname:1737334	235	Vampyrellida	https://marinespecies.org/aphia.php?p=taxdetails&id=1737334	accepted	Vampyrellida	Order	Chromista	Vampyrellidea				1		
Vampyrellida sp.		95													
Vannella	urn:lsid:marinespecies.org:taxname:120566	27	Vannella	https://marinespecies.org/aphia.php?p=taxdetails&id=120566	accepted	Vannella	Genus	Protozoa	Discosea	Vannellidae	1		1		
Vannella aberdonica	urn:lsid:marinespecies.org:taxname:120656	2	Vannella aberdonica	https://marinespecies.org/aphia.php?p=taxdetails&id=120656	accepted	Vannella aberdonica	Species	Protozoa	Discosea	Vannellidae	1				
Vannella contorta		2													
Vannella pentlandii		5													
Vannella persistens		1													
Vannella plurinucleolus		1													
Vannella sp.		15													
Vannellidae	urn:lsid:marinespecies.org:taxname:22724	13	Vannellidae	https://marinespecies.org/aphia.php?p=taxdetails&id=22724	accepted	Vannellidae	Family	Protozoa	Discosea	Vannellidae	1		1		
Vargula hilgendorfii	urn:lsid:marinespecies.org:taxname:450986	4	Vargula hilgendorfii	https://marinespecies.org/aphia.php?p=taxdetails&id=450986	accepted	Vargula hilgendorfii	Species	Animalia	Ostracoda	Cypridinidae	1	0	0	0	0
Vasticardium	urn:lsid:marinespecies.org:taxname:345698	4	Vasticardium	https://marinespecies.org/aphia.php?p=taxdetails&id=345698	accepted	Vasticardium	Genus	Animalia	Bivalvia	Cardiidae	1	0	0	0	0
Veneridae	urn:lsid:marinespecies.org:taxname:243	1	Veneridae	https://marinespecies.org/aphia.php?p=taxdetails&id=243	accepted	Veneridae	Family	Animalia	Bivalvia	Veneridae	1	1	0	0	0
Venitus latreillei		2													
Ventricleftida	urn:lsid:marinespecies.org:taxname:591254	54	Ventricleftida	https://marinespecies.org/aphia.php?p=taxdetails&id=591254	accepted	Ventricleftida	Order	Chromista	Thecofilosea		1				
Ventricleftida XX sp.		4													
Ventrifissura oblonga		33													
Ventrifissura velata		32													
Ventrifissuridae	urn:lsid:marinespecies.org:taxname:1737154	16	Ventrifissuridae	https://marinespecies.org/aphia.php?p=taxdetails&id=1737154	accepted	Ventrifissuridae	Family	Chromista	Thecofilosea	Ventrifissuridae	1				
Ventrifissuridae X sp.		58													
Verconia simplex	urn:lsid:marinespecies.org:taxname:866663	1	Verconia simplex	https://marinespecies.org/aphia.php?p=taxdetails&id=866663	accepted	Verconia simplex	Species	Animalia	Gastropoda	Chromodorididae	1	0	0	0	
Vermamoeba vermiformis		19													
Vermistella	urn:lsid:marinespecies.org:taxname:761236	13	Vermistella	https://marinespecies.org/aphia.php?p=taxdetails&id=761236	accepted	Vermistella	Genus	Protozoa	Discosea	Stygamoebida incertae sedis	1				
Verruca stroemia	urn:lsid:marinespecies.org:taxname:106257	19	Verruca stroemia	https://marinespecies.org/aphia.php?p=taxdetails&id=106257	accepted	Verruca stroemia	Species	Animalia	Thecostraca	Verrucidae	1				
Verrucomonas	urn:lsid:marinespecies.org:taxname:1737160	6	Verrucomonas	https://marinespecies.org/aphia.php?p=taxdetails&id=1737160	accepted	Verrucomonas	Genus	Chromista	Thecofilosea	Verrucomonadidae	1				
Verrucomonas sp.		8													
Verticillium leptobactrum		15													
Vesiculariidae	urn:lsid:marinespecies.org:taxname:110802	1	Vesiculariidae	https://marinespecies.org/aphia.php?p=taxdetails&id=110802	accepted	Vesiculariidae	Family	Animalia	Gymnolaemata	Vesiculariidae	1	1			
Vetigastropoda	urn:lsid:marinespecies.org:taxname:156485	5	Vetigastropoda	https://marinespecies.org/aphia.php?p=taxdetails&id=156485	accepted	Vetigastropoda	Subclass	Animalia	Gastropoda		1	1	1		
Vexillum	urn:lsid:marinespecies.org:taxname:137846	1	Vexillum	https://marinespecies.org/aphia.php?p=taxdetails&id=137846	accepted	Vexillum	Genus	Animalia	Gastropoda	Costellariidae	1				
Vexillum discolorium	urn:lsid:marinespecies.org:taxname:754472	1	Vexillum discolorium	https://marinespecies.org/aphia.php?p=taxdetails&id=754472	accepted	Vexillum discolorium	Species	Animalia	Gastropoda	Costellariidae	1				
Virgularia	urn:lsid:marinespecies.org:taxname:128503	1	Virgularia	https://marinespecies.org/aphia.php?p=taxdetails&id=128503	accepted	Virgularia	Genus	Animalia	Octocorallia	Virgulariidae	1	0	0	0	
Virididentula dentata	urn:lsid:marinespecies.org:taxname:833987	30	Virididentula dentata	https://marinespecies.org/aphia.php?p=taxdetails&id=833987	accepted	Virididentula dentata	Species	Animalia	Gymnolaemata	Bugulidae	1	0	0	0	0
Viridiplantae	urn:lsid:marinespecies.org:taxname:368663	93	Viridiplantae	https://marinespecies.org/aphia.php?p=taxdetails&id=368663	accepted	Viridiplantae	Subkingdom	Plantae			1	1	1	1	0
Viriola incisa	urn:lsid:marinespecies.org:taxname:216732	21	Viriola incisa	https://marinespecies.org/aphia.php?p=taxdetails&id=216732	accepted	Viriola incisa	Species	Animalia	Gastropoda	Triphoridae	1	0	0	0	
Vitrella sp.		6													
Vittina turrita	urn:lsid:marinespecies.org:taxname:818777	11	Vittina turrita	https://marinespecies.org/aphia.php?p=taxdetails&id=818777	accepted	Vittina turrita	Species	Animalia	Gastropoda	Neritidae	0	1	0	0	0
Vittina variegata	urn:lsid:marinespecies.org:taxname:890442	4	Vittina variegata	https://marinespecies.org/aphia.php?p=taxdetails&id=890442	accepted	Vittina variegata	Species	Animalia	Gastropoda	Neritidae	0	0	1	0	0
Vojmirophthalmus minabensis	urn:lsid:marinespecies.org:taxname:880734	1	Vojmirophthalmus minabensis	https://marinespecies.org/aphia.php?p=taxdetails&id=880734	accepted	Vojmirophthalmus minabensis	Species	Animalia	Malacostraca	Portunidae	1	0	0	0	0
